what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1250240778652
opened,view,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.ui.views.ProblemView",1250240787695
executed,command,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1250240787790
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250240790309
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250240794845
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250240794986
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250240798730
opened,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1250240798819
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1250240798953
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250240804157
started,bundle,org.eclipse.pde.core,3.5.0.v20090602,"org.eclipse.pde.core",1250240804875
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250240809385
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1250240813491
executed,command,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1250240815334
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250240817079
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250240827847
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1250240831584
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.text.contentAssist.proposals",1250240835299
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1250240843130
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250240846521
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250240853978
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1250240855044
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1250240856369
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250240861543
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250240865329
