what,kind,bundleId,bundleVersion,description,time
started,bundle,com.springsource.server.ide.jdt.core,2.0.0.200906300100-CI-R242-B81,"com.springsource.server.ide.jdt.core",1250240333160
started,bundle,org.springframework.ide.eclipse.webflow.ui,2.2.5.200906302108-CI-R3335-B388,"org.springframework.ide.eclipse.webflow.ui",1250240333487
started,bundle,org.springframework.ide.eclipse.webflow.core,2.2.5.200906302108-CI-R3335-B388,"org.springframework.ide.eclipse.webflow.core",1250240334110
started,bundle,com.springsource.server.ide.facet.core,2.0.0.200906300100-CI-R242-B81,"com.springsource.server.ide.facet.core",1250240334380
started,bundle,org.eclipse.wst.jsdt.core,1.0.200.v200905201910,"org.eclipse.wst.jsdt.core",1250240334912
started,bundle,org.eclipse.wst.jsdt.web.core,1.0.200.v200905120445,"org.eclipse.wst.jsdt.web.core",1250240336662
started,bundle,org.eclipse.jdt.apt.core,3.3.200.v20090528-1135,"org.eclipse.jdt.apt.core",1250240337502
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.200.v20090526-2130,"org.eclipse.jdt.apt.pluggable.core",1250240337545
started,bundle,org.eclipse.wst.wsi.ui,1.0.500.v200901141851,"org.eclipse.wst.wsi.ui",1250240338363
started,bundle,org.eclipse.wst.dtd.core,1.1.300.v200904181727,"org.eclipse.wst.dtd.core",1250240338415
started,bundle,org.eclipse.wst.sse.ui,1.1.100.v200905141750,"org.eclipse.wst.sse.ui",1250240338479
started,bundle,org.eclipse.wst.html.ui,1.0.400.v200904292008,"org.eclipse.wst.html.ui",1250240338485
started,bundle,org.eclipse.jst.jsp.core,1.2.202.v200905081451,"org.eclipse.jst.jsp.core",1250240338939
started,bundle,org.eclipse.wst.wsdl.validation,1.1.401.v200902271605,"org.eclipse.wst.wsdl.validation",1250240339594
started,bundle,org.eclipse.wst.xsd.core,1.1.401.v200903020335,"org.eclipse.wst.xsd.core",1250240339738
started,bundle,org.eclipse.wst.xsl.core,1.0.0.v200905071815,"org.eclipse.wst.xsl.core",1250240340193
opened,view,org.eclipse.jdt.junit,3.5.0.v20090526-2000,"org.eclipse.jdt.junit.ResultView",1250240341472
activated,view,org.eclipse.jdt.junit,3.5.0.v20090526-2000,"org.eclipse.jdt.junit.ResultView",1250240341509
started,bundle,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui",1250240345353
started,bundle,org.eclipse.jdt.debug,3.5.0.v20090526,"org.eclipse.jdt.debug",1250240346809
started,bundle,org.eclipse.core.variables,3.2.200.v20090521,"org.eclipse.core.variables",1250240348595
started,bundle,org.maven.ide.eclipse.wtp,0.9.8.200905041414,"org.maven.ide.eclipse.wtp",1250240349694
started,bundle,org.maven.ide.eclipse.launching,0.9.8.200905041413,"org.maven.ide.eclipse.launching",1250240350126
started,bundle,org.eclipse.jdt.debug.ui,3.4.0.v20090527,"org.eclipse.jdt.debug.ui",1250240350764
started,bundle,com.springsource.sts.runtimeerroranalysis,2.1.0.200907010821-CI-R3299-B298,"com.springsource.sts.runtimeerroranalysis",1250240351448
