what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.0.v200906080535,"org.eclipse.wst.common.project.facet.core",1250158133754
started,bundle,org.eclipse.wst.jsdt.core,1.0.200.v200905201910,"org.eclipse.wst.jsdt.core",1250158133754
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.100.v200809240707,"org.eclipse.wst.jsdt.manipulation",1250158133754
started,bundle,org.eclipse.wst.jsdt.ui,1.0.200.v200905242047,"org.eclipse.wst.jsdt.ui",1250158133754
started,bundle,org.eclipse.wst.sse.core,1.1.400.v200905141750,"org.eclipse.wst.sse.core",1250158133754
started,bundle,org.eclipse.wst.validation,1.2.102.v200905201610,"org.eclipse.wst.validation",1250158133754
started,bundle,org.eclipse.wst.web,1.1.300.v200901261500,"org.eclipse.wst.web",1250158133754
started,bundle,org.eclipse.wst.xml.core,1.1.400.v200904300540,"org.eclipse.wst.xml.core",1250158133754
started,bundle,org.eclipse.mylyn.jira.core,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.jira.core",1250158133754
started,bundle,org.eclipse.mylyn.jira.ui,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.jira.ui",1250158133754
started,bundle,org.aspectj.ajde,1.6.5.20090618034232,"org.aspectj.ajde",1250158133754
started,bundle,org.eclipse.ajdt.core,2.0.0.e35x-20090625-1000,"org.eclipse.ajdt.core",1250158133754
started,bundle,org.eclipse.ajdt.ui,2.0.0.e35x-20090625-1000,"org.eclipse.ajdt.ui",1250158133754
started,bundle,org.eclipse.contribution.weaving.jdt,2.0.0.e35x-20090625-1000,"org.eclipse.contribution.weaving.jdt",1250158133754
started,bundle,org.eclipse.equinox.weaving.aspectj,1.0.0.200906171200,"org.eclipse.equinox.weaving.aspectj",1250158133754
started,bundle,org.springframework.ide.eclipse.aop.core,2.2.5.200906302108-CI-R3335-B388,"org.springframework.ide.eclipse.aop.core",1250158133754
started,bundle,org.springframework.ide.eclipse.aop.ui,2.2.5.200906302108-CI-R3335-B388,"org.springframework.ide.eclipse.aop.ui",1250158133754
started,bundle,org.springframework.ide.eclipse.beans.core,2.2.5.200906302108-CI-R3335-B388,"org.springframework.ide.eclipse.beans.core",1250158133754
started,bundle,org.springframework.ide.eclipse.beans.ui,2.2.5.200906302108-CI-R3335-B388,"org.springframework.ide.eclipse.beans.ui",1250158133754
started,bundle,org.springframework.ide.eclipse.core,2.2.5.200906302108-CI-R3335-B388,"org.springframework.ide.eclipse.core",1250158133754
started,bundle,org.springframework.ide.eclipse.ui,2.2.5.200906302108-CI-R3335-B388,"org.springframework.ide.eclipse.ui",1250158133754
started,bundle,org.maven.ide.components.maven_model_edit,1.0.0.200905041413,"org.maven.ide.components.maven_model_edit",1250158133754
started,bundle,org.maven.ide.eclipse,0.9.8.200905041413,"org.maven.ide.eclipse",1250158133754
started,bundle,com.collabnet.subversion.merge,1.9.0.4,"com.collabnet.subversion.merge",1250158133754
started,bundle,org.tigris.subversion.clientadapter,1.6.0.2,"org.tigris.subversion.clientadapter",1250158133754
