what,kind,bundleId,bundleVersion,description,time
opened,view,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.DebugView",1250172015191
opened,view,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.VariableView",1250172015473
activated,perspective,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.DebugPerspective",1250172015524
activated,view,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.DebugView",1250172015530
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250172015725
started,bundle,org.eclipse.mylyn.ide.ui,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.ide.ui",1250172016973
opened,view,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.BreakpointView",1250172017028
activated,view,org.eclipse.debug.ui,3.5.0.v20090603,"org.eclipse.debug.ui.VariableView",1250172021524
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250172044981
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250172047235
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250172049206
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250172149704
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.ClassFileEditor",1250172157824
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.ClassFileEditor",1250172159767
activated,editor,com.springsource.sts.config.ui,2.1.0.200907010821-CI-R3299-B298,"com.springsource.sts.config.ui.editors.SpringConfigEditor",1250172161148
executed,command,org.eclipse.wst.sse.ui,1.1.100.v200905141750,"org.eclipse.wst.sse.ui.format.document",1250172177726
executed,command,org.eclipse.wst.sse.ui,1.1.100.v200905141750,"org.eclipse.wst.sse.ui.format.document",1250172190799
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1250172197312
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1250172205587
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.ClassFileEditor",1250172211955
activated,editor,com.springsource.sts.config.ui,2.1.0.200907010821-CI-R3299-B298,"com.springsource.sts.config.ui.editors.SpringConfigEditor",1250172214752
closed,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.ClassFileEditor",1250172214755
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250172220382
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250172221844
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1250172223038
