what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.jdt.apt.core,3.3.200.v20090528-1135,"org.eclipse.jdt.apt.core",1250320241973
stopped,bundle,org.eclipse.mylyn.help.ui,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.help.ui",1250320241973
stopped,bundle,org.eclipse.mylyn.wikitext.tasks.ui,1.1.0.v20090617-0100-e3x,"org.eclipse.mylyn.wikitext.tasks.ui",1250320241973
stopped,bundle,org.eclipse.mylyn.wikitext.ui,1.1.0.v20090617-0100-e3x,"org.eclipse.mylyn.wikitext.ui",1250320241974
stopped,bundle,org.eclipse.mylyn.wikitext.core,1.1.0.v20090617-0100-e3x,"org.eclipse.mylyn.wikitext.core",1250320241974
stopped,bundle,org.eclipse.wst.command.env.ui,1.1.2.v200811200248,"org.eclipse.wst.command.env.ui",1250320241974
stopped,bundle,org.eclipse.wst.command.env,1.0.408.v200903110045,"org.eclipse.wst.command.env",1250320241974
stopped,bundle,org.eclipse.ajdt.examples,2.0.0.e35x-20090625-1000,"org.eclipse.ajdt.examples",1250320241974
stopped,bundle,org.eclipse.ajdt.core,2.0.0.e35x-20090625-1000,"org.eclipse.ajdt.core",1250320241975
stopped,bundle,org.aspectj.ajde,1.6.5.20090618034232,"org.aspectj.ajde",1250320241979
stopped,bundle,org.eclipse.hyades.execution,4.4.300.v200905160100,"org.eclipse.hyades.execution",1250320241979
stopped,bundle,org.eclipse.gmf.bridge.ui.dashboard,2.0.0.v20090114-0940,"org.eclipse.gmf.bridge.ui.dashboard",1250320241980
stopped,bundle,org.eclipse.gmf.bridge.ui,1.2.0.v20090522-1925,"org.eclipse.gmf.bridge.ui",1250320241980
stopped,bundle,org.eclipse.gmf.bridge.trace,1.0.200.v20090520-1343,"org.eclipse.gmf.bridge.trace",1250320241980
stopped,bundle,org.eclipse.gmf.bridge,1.1.0.v20090528-1000,"org.eclipse.gmf.bridge",1250320241980
stopped,bundle,org.eclipse.gmf.codegen.edit,2.2.0.v20090416-1925,"org.eclipse.gmf.codegen.edit",1250320241980
stopped,bundle,org.eclipse.gmf.codegen,2.2.0.v20090529-1238,"org.eclipse.gmf.codegen",1250320241981
stopped,bundle,org.eclipse.gmf.graphdef.codegen,2.0.100.v20090520-1343,"org.eclipse.gmf.graphdef.codegen",1250320241981
stopped,bundle,org.eclipse.gmf.map.edit,2.2.0.v20090114-1925,"org.eclipse.gmf.map.edit",1250320241981
stopped,bundle,org.eclipse.gmf.graphdef.edit,2.0.200.v20090216-1925,"org.eclipse.gmf.graphdef.edit",1250320241981
stopped,bundle,org.eclipse.gmf.map,2.2.0.v20090520-1343,"org.eclipse.gmf.map",1250320241981
stopped,bundle,org.eclipse.gmf.tooldef.edit,2.0.100.v20090114-0940,"org.eclipse.gmf.tooldef.edit",1250320241982
stopped,bundle,org.eclipse.gmf.tooldef,2.0.0.v20090114-0940,"org.eclipse.gmf.tooldef",1250320241982
stopped,bundle,org.eclipse.gmf.common,1.1.100.v20090420-1925,"org.eclipse.gmf.common",1250320241982
stopped,bundle,org.eclipse.gmf.xpand.editor,2.0.0.v20090520-1343,"org.eclipse.gmf.xpand.editor",1250320241982
